type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
red,9.2,0.16,0.1,4.4,0.026,17.17,74.19,0.99,3.31,0.57,8.7,6
red,12.8,0.3,0.74,2.6,0.095,9.0,28.0,0.999,3.2,0.77,10.8,7
red,6.2,0.3,0.55,0.6,0.009,2.0,80.0,0.992,3.35,0.44,11.2,7
red,6.0,0.41,0.17,5.8,0.047,21.22,101.95,0.998,3.28,0.3,12.0,5
red,7.9,0.57,0.31,2.0,0.079,10.0,79.0,0.997,3.29,0.69,9.5,6
red,8.2,0.48,0.32,1.6,0.101,32.02,129.27,1.0,3.03,0.55,8.9,3
red,7.0,0.27,0.58,3.7,0.053,20.0,44.0,0.992,3.04,0.64,9.5,4
red,9.7,0.63,0.23,7.7,0.085,34.27,113.0,0.994,3.17,0.82,10.0,4
red,6.6,0.61,0.49,8.6,0.104,37.75,157.82,0.994,3.2,0.63,11.4,3
red,8.1,0.23,0.21,1.7,0.036,11.85,10.19,0.996,3.38,0.54,11.1,8
red,5.6,0.5,0.37,13.8,0.059,25.58,106.49,0.999,3.3,0.34,8.7,3
red,8.2,0.49,0.17,4.3,0.065,25.62,168.83,0.998,3.4,0.84,10.1,8
red,7.3,0.34,0.63,10.3,0.006,24.83,51.96,0.992,2.9,0.5,10.1,3
red,6.2,0.15,0.21,4.9,0.022,17.0,169.0,0.994,3.01,0.63,10.0,4
red,6.9,0.37,0.34,17.9,0.043,38.0,57.0,0.994,3.24,0.54,9.9,6
red,8.6,0.34,0.29,6.3,0.106,18.67,120.83,1.0,3.24,0.56,11.0,3
red,11.3,0.53,0.3,0.7,0.052,56.91,18.55,0.991,3.45,0.94,14.1,8
red,7.1,0.31,0.45,6.8,0.057,37.0,149.0,0.992,3.43,0.39,10.7,5
red,6.3,0.6,0.1,1.6,0.048,12.0,26.0,0.993,3.55,0.51,12.1,5
red,7.9,0.73,0.24,0.4,0.137,13.96,55.15,0.991,3.5,0.75,8.5,4
red,7.1,0.83,0.39,6.4,0.063,10.61,145.58,0.998,3.4,0.54,9.6,3
red,5.9,0.38,0.48,8.0,0.022,1.77,94.52,0.994,3.19,0.5,10.2,3
red,10.4,0.24,0.49,1.8,0.075,6.0,20.0,0.998,3.18,1.06,11.0,6
red,6.2,0.14,0.26,3.3,0.079,57.55,106.54,1.0,3.21,0.51,8.4,3
red,7.1,0.79,0.28,7.1,0.006,15.75,113.14,0.995,3.47,0.59,11.0,3
red,5.9,0.45,0.4,5.9,0.073,19.98,51.86,0.997,3.55,0.28,8.4,3
red,4.8,0.78,0.11,5.2,0.071,23.98,46.47,0.991,2.95,0.51,10.5,3
red,8.0,0.32,0.23,4.3,0.047,2.37,79.04,0.996,3.23,0.56,11.7,8
red,7.5,0.52,0.16,1.9,0.085,12.0,35.0,0.997,3.38,0.62,9.5,7
red,8.3,0.93,0.28,6.1,0.048,18.31,134.43,0.993,3.4,0.6,9.2,3
red,7.5,0.82,0.58,9.6,0.073,9.64,40.66,0.997,3.3,0.53,9.9,3
red,7.3,0.33,0.11,11.4,0.111,43.65,89.86,0.997,3.12,0.55,10.1,6
red,6.4,0.59,0.44,1.6,0.1,0.07,131.85,0.993,3.42,0.75,12.5,7
red,7.8,0.23,0.5,7.7,0.055,26.29,117.54,0.993,3.49,0.48,10.3,5
red,7.3,0.22,0.27,7.4,0.191,41.23,68.79,0.991,3.26,0.55,11.4,3
red,7.4,0.37,0.13,0.6,0.036,27.0,89.0,0.997,3.34,0.39,10.6,6
red,6.0,0.38,0.55,0.5,0.057,26.15,115.63,0.999,3.21,1.01,12.3,8
red,9.9,0.74,0.16,5.7,0.053,31.95,62.73,0.994,3.31,0.36,10.4,5
red,6.1,0.58,0.23,2.5,0.044,16.0,70.0,0.994,3.46,0.65,12.5,6
red,7.5,0.06,0.17,6.2,0.01,17.5,65.22,0.996,3.19,0.69,10.3,3
red,9.0,0.57,0.16,1.0,0.075,20.43,10.19,0.998,3.31,0.83,10.5,8
red,8.9,0.59,0.31,4.2,0.096,4.0,116.0,0.996,3.28,0.55,11.5,5
red,8.3,0.09,0.41,5.6,0.084,20.83,105.28,1.0,3.2,0.46,9.7,3
red,8.6,0.86,0.16,2.3,0.151,31.06,7.76,0.995,2.98,0.51,10.4,3
red,8.1,0.21,0.4,9.9,0.009,27.0,165.0,0.995,3.2,0.72,12.0,5
red,5.7,0.49,0.28,13.8,0.08,14.59,6.86,0.999,3.07,0.51,10.8,3
red,5.8,0.37,0.73,2.3,0.057,29.44,26.88,0.995,3.18,0.79,11.4,8
red,7.5,0.42,0.31,1.6,0.08,15.0,42.0,0.998,3.31,0.64,9.0,5
red,8.8,0.43,0.6,6.1,0.094,19.78,42.3,0.992,3.39,0.75,12.6,8
red,5.2,0.25,0.13,7.5,0.092,2.78,150.73,0.998,2.97,0.58,8.9,8
red,7.1,0.6,0.01,2.3,0.079,24.0,37.0,0.995,3.4,0.61,10.9,6
red,7.0,0.6,0.12,2.2,0.083,13.0,28.0,0.997,3.52,0.62,10.2,7
red,9.8,0.29,0.54,2.4,0.055,37.87,58.35,0.995,3.26,0.78,12.2,8
red,6.1,0.38,0.49,0.5,0.071,42.65,78.66,0.995,3.14,0.85,9.7,8
red,9.6,0.4,0.22,6.8,0.06,1.45,186.44,0.993,3.19,0.69,9.0,3
red,10.0,0.26,0.54,1.9,0.083,42.0,74.0,0.995,2.98,0.63,11.8,8
red,9.7,0.35,0.26,6.6,0.017,7.78,50.06,0.993,3.02,0.63,10.9,6
red,8.0,0.06,0.11,2.2,0.049,26.22,225.03,0.998,3.16,0.54,9.9,3
red,10.2,0.58,0.12,3.0,0.064,6.94,77.87,0.993,3.16,0.71,9.2,8
red,6.8,0.48,0.73,5.5,0.088,14.19,62.39,0.996,3.14,0.67,12.9,8
red,9.8,0.29,0.17,2.8,0.041,20.3,61.97,0.995,3.2,0.96,13.0,8
red,7.4,0.48,0.4,7.4,0.032,27.0,114.0,0.993,3.38,0.41,10.8,6
red,9.4,0.45,0.04,5.0,0.065,51.43,120.83,0.996,3.17,0.59,9.6,3
red,11.2,0.2,0.36,7.0,0.036,10.82,85.33,0.993,3.29,0.43,10.5,3
red,8.6,0.61,0.32,8.3,0.099,27.75,149.42,0.991,3.34,0.33,9.6,3
red,7.4,0.18,0.3,5.6,0.043,9.54,74.93,0.992,3.33,0.55,9.9,5
red,6.5,0.61,0.0,2.2,0.095,48.0,59.0,0.995,3.61,0.7,11.5,6
red,5.9,0.5,0.04,2.4,0.081,27.15,18.87,1.0,3.19,0.79,10.0,4
red,6.5,0.53,0.48,0.6,0.018,43.0,77.0,0.993,3.25,0.39,8.0,6
red,10.0,0.47,0.2,4.0,0.064,29.8,38.97,0.992,3.38,0.81,13.8,8
red,8.4,0.48,0.29,0.5,0.094,28.61,151.3,0.997,3.51,0.89,10.5,8
red,12.7,0.3,0.5,0.5,0.094,46.17,95.78,0.991,3.39,0.61,12.3,8
red,7.6,0.74,0.02,2.5,0.071,10.0,14.0,0.995,3.51,0.71,11.7,7
red,10.4,0.32,0.29,0.5,0.074,2.37,93.3,0.997,3.25,0.58,13.5,8
red,8.2,0.39,0.45,6.7,0.118,81.0,194.0,0.993,3.15,0.66,10.9,5
red,6.4,0.51,0.5,6.4,0.089,36.12,3.11,0.991,3.52,0.7,10.8,5
red,9.2,0.26,0.29,1.2,0.071,26.32,121.61,0.999,3.3,0.4,9.7,6
red,7.2,0.48,0.09,1.6,0.06,23.4,125.53,0.995,2.92,0.77,10.2,5
red,8.7,0.71,0.33,1.3,0.146,30.37,34.76,0.997,2.95,0.62,8.0,6
red,9.5,0.55,0.35,5.4,0.029,37.03,66.38,0.996,3.33,0.59,9.2,8
red,7.9,0.44,0.42,7.3,0.076,6.96,97.55,0.991,3.19,0.69,12.6,8
red,7.7,0.06,0.24,13.0,0.121,31.68,108.26,0.999,3.35,0.51,10.7,3
red,7.1,0.39,0.52,4.8,0.033,1.45,69.46,0.999,3.34,0.43,10.3,3
red,8.4,0.57,0.34,0.5,0.061,18.14,171.95,0.991,3.19,0.97,12.2,8
red,9.1,0.64,0.22,2.5,0.176,30.93,140.16,0.998,3.52,0.59,10.8,6
red,8.3,0.45,0.33,0.6,0.039,24.0,31.0,0.997,2.99,0.32,11.5,5
red,9.4,0.77,0.1,7.8,0.124,24.91,148.84,0.999,3.25,0.59,10.0,3
red,7.2,0.62,0.01,2.3,0.065,8.0,46.0,0.993,3.32,0.51,11.8,6
red,10.1,0.07,0.2,4.5,0.074,30.66,68.05,0.992,3.12,1.06,9.6,8
red,7.9,0.4,0.29,1.8,0.157,1.0,44.0,0.997,3.3,0.92,9.5,6
red,8.2,0.87,0.28,3.1,0.175,39.71,169.87,0.997,3.36,0.57,10.3,3
red,9.5,0.56,0.33,2.4,0.089,35.0,67.0,0.997,3.28,0.73,11.8,7
red,5.8,0.33,0.56,1.4,0.073,37.32,57.98,0.993,3.25,0.53,10.8,8
red,9.8,0.72,0.26,2.6,0.048,18.31,10.19,0.997,3.02,0.61,11.7,8
red,8.8,0.48,0.41,3.3,0.092,26.0,52.0,0.998,3.31,0.53,10.5,6
red,5.1,0.55,0.16,1.3,0.189,12.88,136.57,0.993,3.32,0.7,8.5,5
red,6.1,0.44,0.73,4.1,0.049,18.24,10.19,0.995,3.38,0.63,8.6,8
red,5.9,0.68,0.41,6.8,0.112,8.52,53.59,0.999,3.33,0.48,8.7,3
red,7.0,0.58,0.53,13.3,0.078,55.05,141.82,0.993,3.28,0.64,11.2,3
red,10.3,0.28,0.73,5.8,0.072,66.63,126.82,0.994,3.08,0.67,11.4,8
red,7.7,0.56,0.22,1.9,0.048,2.37,85.75,0.995,3.27,0.91,13.6,8
red,7.7,0.34,0.32,5.9,0.078,19.94,95.28,0.998,3.33,0.72,9.5,5
red,7.9,0.77,0.38,4.6,0.063,1.45,79.96,0.994,3.31,0.51,11.1,3
red,9.7,0.49,0.6,8.4,0.072,2.37,18.1,0.999,3.01,0.8,8.6,8
red,8.8,0.43,0.22,9.1,0.102,35.0,157.0,0.998,2.97,0.43,10.7,4
red,8.9,0.69,0.44,2.4,0.055,13.58,42.66,0.994,3.43,0.48,12.9,8
red,6.8,0.51,0.03,1.4,0.094,15.04,116.2,0.998,3.1,0.77,14.1,8
red,5.3,0.47,0.11,2.2,0.048,16.0,89.0,0.992,3.54,0.88,13.6,7
red,8.8,0.45,0.33,2.9,0.133,10.95,83.18,0.998,3.22,0.77,10.1,5
red,7.6,0.3,0.04,5.4,0.057,35.63,87.12,1.0,3.48,0.95,9.5,4
red,9.8,0.37,0.47,5.9,0.065,35.77,3.11,0.996,3.25,0.76,10.5,4
red,7.0,0.06,0.37,10.3,0.006,2.86,106.25,0.992,3.23,0.73,10.0,3
red,5.5,0.55,0.38,0.5,0.053,31.7,10.19,0.993,3.18,0.87,14.1,8
red,4.7,0.49,0.41,1.8,0.046,8.49,10.19,0.994,3.23,0.86,12.3,8
red,7.0,0.69,0.08,1.8,0.097,22.0,89.0,0.996,3.34,0.54,9.2,6
red,9.6,0.37,0.11,8.2,0.065,19.64,34.35,0.998,3.17,0.51,10.5,8
red,7.8,0.2,0.26,5.2,0.191,21.92,6.86,0.996,3.43,0.61,10.8,3
red,8.8,0.35,0.41,0.4,0.088,7.27,25.76,0.996,3.22,0.88,8.6,6
red,8.7,0.22,0.34,6.8,0.081,45.0,85.0,0.992,3.47,0.5,9.8,6
red,6.4,0.63,0.62,10.8,0.003,40.22,99.35,0.999,3.36,0.62,12.9,6
red,9.1,0.8,0.0,2.6,0.096,11.0,26.0,0.999,3.35,0.83,9.4,6
red,8.7,0.67,0.63,6.2,0.037,35.08,6.86,0.998,3.55,0.38,10.1,3
red,9.6,0.59,0.49,0.4,0.066,22.97,100.19,0.996,3.0,0.49,10.6,6
red,8.8,0.24,0.31,8.0,0.063,18.98,165.45,0.997,3.25,0.42,8.8,3
red,6.3,0.55,0.07,6.0,0.118,43.74,92.69,0.999,3.21,0.59,11.4,5
red,8.4,0.29,0.12,5.7,0.041,25.0,165.0,0.995,3.21,0.42,8.0,5
red,9.3,0.38,0.48,3.8,0.132,3.0,11.0,0.996,3.23,0.57,13.2,6
red,8.5,0.42,0.67,3.6,0.055,2.37,126.71,0.994,3.2,0.88,14.1,8
red,8.9,0.26,0.33,6.5,0.056,33.12,6.86,0.996,3.55,0.61,10.4,3
red,6.6,0.54,0.2,1.6,0.045,13.35,40.37,0.995,3.02,0.66,10.3,8
red,9.9,0.08,0.33,8.6,0.111,62.0,118.0,0.994,3.15,0.47,11.7,5
red,7.9,0.56,0.19,3.7,0.074,13.77,102.84,0.995,3.4,0.76,12.1,8
red,7.0,0.34,0.02,1.6,0.065,38.27,14.2,0.999,3.14,0.63,14.0,8
red,5.2,0.73,0.15,8.8,0.062,36.74,3.11,1.006,3.27,0.82,10.6,7
red,5.2,0.32,0.19,0.6,0.09,54.0,110.0,0.992,3.29,0.4,12.7,6
red,6.9,0.39,0.65,2.7,0.164,57.55,119.16,0.99,3.24,0.55,10.3,3
red,6.9,0.47,0.26,0.5,0.039,24.31,143.51,0.995,3.24,0.77,13.6,8
red,8.9,0.88,0.13,3.4,0.088,4.0,14.0,0.999,3.44,0.52,11.5,5
red,7.6,1.24,0.46,0.8,0.107,15.6,86.93,0.992,3.15,0.64,9.5,3
red,8.5,0.61,0.41,6.9,0.058,38.72,159.57,0.994,3.13,0.58,10.6,3
red,7.3,0.07,0.37,0.4,0.003,68.55,39.75,0.997,3.41,0.67,7.9,5
red,7.8,0.34,0.12,7.9,0.006,7.91,172.72,0.992,3.5,0.39,9.4,3
red,6.5,0.31,0.09,6.3,0.099,16.79,64.26,0.995,3.04,0.6,11.0,4
red,5.1,0.41,0.2,1.9,0.006,28.68,58.97,0.993,3.32,0.51,10.7,3
red,6.3,0.26,0.27,8.8,0.215,27.17,136.47,0.989,3.19,0.74,10.5,3
red,7.4,0.55,0.18,5.3,0.099,39.15,75.89,0.989,3.37,0.46,11.2,3
red,4.3,0.17,0.37,9.9,0.079,35.57,33.4,0.995,3.07,0.64,10.4,3
red,9.1,0.38,0.02,5.8,0.053,11.3,10.19,0.993,3.34,0.7,12.1,8
red,6.5,0.75,0.29,4.6,0.006,36.8,223.06,0.992,3.1,0.74,11.0,3
red,9.8,0.66,0.39,3.2,0.083,21.0,59.0,0.999,3.37,0.71,11.5,7
red,7.0,0.63,0.35,6.1,0.051,32.66,42.71,0.998,3.34,0.86,8.6,8
red,8.7,0.52,0.38,0.5,0.092,17.24,27.61,0.994,3.19,0.56,11.8,8
red,7.5,0.32,0.37,0.5,0.066,6.02,76.89,0.996,3.11,0.52,10.0,3
red,7.0,0.64,0.65,1.6,0.034,2.37,89.83,0.995,3.12,0.77,9.6,8
red,8.7,0.18,0.25,0.4,0.183,8.48,117.69,0.997,3.37,0.52,10.9,7
red,11.4,0.36,0.69,2.1,0.09,6.0,21.0,1.0,3.17,0.62,9.2,6
red,5.9,0.56,0.25,6.6,0.075,37.0,229.0,0.994,3.36,0.31,10.7,5
red,5.6,0.97,0.46,3.8,0.031,22.32,174.35,0.994,3.16,0.54,9.2,3
red,8.8,0.44,0.45,4.8,0.006,57.55,135.09,0.994,3.48,0.41,9.5,3
red,8.3,0.42,0.38,2.5,0.094,24.0,60.0,0.998,3.31,0.7,10.8,6
red,6.0,0.5,0.0,1.4,0.057,15.0,26.0,0.994,3.36,0.45,9.5,5
red,7.6,0.45,0.22,9.4,0.043,26.38,100.46,0.995,3.36,0.75,11.3,4
red,7.4,0.38,0.2,1.5,0.039,2.37,159.64,0.996,3.2,0.63,13.5,8
red,9.0,0.46,0.23,2.8,0.092,28.0,104.0,0.998,3.1,0.56,9.2,5
red,8.7,0.53,0.37,8.1,0.078,16.89,86.98,1.001,3.28,0.42,10.0,6
red,8.3,0.52,0.37,7.9,0.03,3.12,138.85,0.995,3.57,0.36,11.3,3
red,8.1,0.24,0.09,6.6,0.045,21.14,109.15,0.997,3.4,0.77,12.7,8
red,8.4,0.37,0.05,2.6,0.114,1.66,103.41,0.996,3.38,0.37,8.4,3
red,10.7,1.02,0.67,1.9,0.006,57.55,92.73,0.993,3.34,0.39,10.6,3
red,9.6,0.34,0.67,6.1,0.049,2.37,89.35,0.994,3.15,0.76,12.7,8
red,7.7,0.12,0.19,8.2,0.067,26.29,97.16,0.995,3.17,0.48,10.1,3
red,7.8,0.52,0.45,3.5,0.118,63.73,66.73,0.997,3.12,0.54,9.6,6
red,8.3,0.48,0.42,1.8,0.085,2.77,22.22,0.995,3.31,0.68,13.5,8
red,7.3,0.34,0.56,3.1,0.129,35.35,64.71,1.0,3.27,0.52,12.1,5
red,10.5,0.26,0.47,1.9,0.078,6.0,24.0,0.998,3.18,1.04,10.9,7
red,7.7,0.43,0.39,10.0,0.12,23.13,41.73,0.996,3.25,0.6,9.3,3
red,5.6,0.06,0.4,0.5,0.006,26.35,32.6,0.997,3.34,0.54,9.6,3
red,9.0,0.48,0.08,0.6,0.102,5.0,205.0,0.998,3.28,0.52,8.4,6
red,6.2,0.42,0.59,5.5,0.073,44.14,57.7,0.993,3.2,0.72,10.7,8
red,8.8,0.36,0.4,8.3,0.034,2.37,12.87,0.997,2.97,0.81,12.4,8
red,6.6,0.22,0.39,0.4,0.128,17.06,126.04,0.994,3.14,0.53,10.0,6
red,7.6,0.38,0.51,0.5,0.039,2.37,10.19,0.993,3.4,0.69,11.8,8
red,5.7,0.25,0.49,7.1,0.08,18.06,148.88,0.994,3.06,0.76,13.6,8
red,7.7,0.57,0.4,1.1,0.046,49.01,17.09,0.995,3.5,0.81,10.3,8
red,6.9,0.76,0.02,2.3,0.063,35.0,63.0,0.998,3.57,0.78,9.9,5
red,8.7,0.52,0.09,2.5,0.091,20.0,49.0,0.998,3.34,0.86,10.6,7
red,10.7,0.26,0.49,5.5,0.048,30.82,3.11,0.998,3.24,0.59,10.5,6
red,4.9,0.65,0.32,0.5,0.032,41.9,10.19,0.998,3.28,0.83,11.1,8
red,7.1,0.35,0.38,2.6,0.082,37.15,10.19,0.992,2.87,0.69,11.0,8
red,8.6,0.36,0.72,0.5,0.067,33.77,46.77,0.993,3.26,0.68,11.0,8
red,8.4,0.42,0.38,4.2,0.044,48.9,45.78,0.995,3.14,0.77,14.1,8
red,6.0,0.43,0.32,0.6,0.045,41.0,155.0,0.997,3.16,0.45,9.5,6
red,7.8,0.47,0.41,7.6,0.068,54.62,130.31,0.995,3.46,0.27,9.3,3
red,8.4,0.29,0.48,0.6,0.094,30.59,67.46,0.996,2.93,0.66,14.1,8
red,7.1,0.41,0.35,0.5,0.075,24.62,74.42,0.994,3.27,0.75,12.0,8
red,7.1,0.15,0.45,2.7,0.096,18.97,6.86,0.995,3.07,0.69,12.2,3
red,10.2,0.42,0.62,6.6,0.037,17.03,55.74,0.996,3.22,0.71,10.8,8
red,6.3,0.68,0.04,4.9,0.136,32.15,85.59,1.001,3.07,0.61,9.1,6
red,8.9,0.48,0.53,4.0,0.101,3.0,10.0,0.996,3.21,0.59,12.1,7
red,7.4,0.45,0.2,0.5,0.089,46.31,212.02,0.993,3.55,0.4,10.5,3
red,10.6,0.83,0.37,2.6,0.086,26.0,70.0,0.998,3.16,0.52,9.9,5
red,11.1,0.45,0.42,0.5,0.073,24.56,166.33,0.994,3.06,0.57,8.9,3
red,9.5,0.22,0.03,0.9,0.043,51.0,115.0,1.001,3.21,0.27,10.3,5
red,8.4,0.12,0.24,4.9,0.098,19.28,132.62,0.994,3.32,0.53,10.5,3
red,6.1,0.45,0.49,1.1,0.058,18.0,150.0,0.993,3.27,0.4,10.3,5
red,12.0,0.28,0.16,4.8,0.059,39.54,129.13,0.999,3.27,0.85,10.7,8
red,8.5,0.29,0.35,0.5,0.075,25.57,43.91,0.995,3.43,0.52,11.6,8
red,5.5,0.52,0.42,6.5,0.047,14.36,124.69,0.993,3.45,0.57,10.2,3
red,6.9,0.54,0.53,3.0,0.006,17.57,157.8,0.995,3.37,0.36,8.8,3
red,9.5,0.29,0.23,0.4,0.081,43.51,22.35,0.995,3.44,0.85,10.4,7
red,8.9,0.37,0.18,0.6,0.1,43.0,167.0,0.992,3.1,0.62,11.4,5
red,9.5,0.18,0.27,4.5,0.127,21.03,117.34,0.995,3.32,0.44,9.3,3
red,6.6,0.41,0.46,15.5,0.039,45.0,134.0,0.998,3.26,0.22,8.2,5
red,8.2,0.48,0.28,3.3,0.162,36.66,97.91,0.997,3.15,0.56,9.2,6
red,7.7,1.15,0.37,8.8,0.085,37.59,57.98,0.995,3.4,0.49,11.4,3
red,7.2,0.25,0.37,2.5,0.063,11.0,41.0,0.994,3.52,0.8,12.4,7
red,9.2,0.66,0.28,2.4,0.065,2.37,139.27,0.994,3.31,0.84,10.4,8
red,7.4,0.33,0.51,0.4,0.124,23.83,137.09,0.996,3.32,0.66,12.1,5
red,5.6,0.52,0.41,4.2,0.093,28.65,177.84,0.996,3.43,0.35,10.2,7
red,7.1,0.68,0.29,4.1,0.003,0.07,139.31,0.998,3.3,1.07,10.2,5
red,6.4,0.65,0.33,0.5,0.057,26.89,107.0,0.995,3.46,0.68,9.3,3
red,7.8,0.32,0.25,0.5,0.069,37.88,31.18,0.993,3.22,0.75,8.4,3
red,8.2,0.06,0.15,3.2,0.006,55.43,144.03,0.998,3.38,0.33,8.8,3
red,8.9,0.55,0.36,7.6,0.107,31.67,136.8,0.992,3.42,0.75,11.5,3
red,5.4,0.36,0.25,14.8,0.043,33.0,171.0,0.992,3.43,0.58,11.3,5
red,7.7,0.08,0.5,6.1,0.108,19.3,6.86,1.0,3.23,0.67,10.0,3
red,9.2,0.52,0.73,5.1,0.04,58.7,114.68,0.991,3.08,0.66,12.9,8
red,8.0,0.38,0.02,1.2,0.059,43.27,10.19,0.992,2.92,0.78,13.4,8
red,10.2,0.67,0.39,1.9,0.054,6.0,17.0,0.998,3.17,0.47,10.0,5
red,8.5,0.31,0.19,0.9,0.083,14.68,46.52,0.996,3.47,0.6,11.9,8
red,8.9,0.06,0.19,2.0,0.048,31.09,114.55,0.996,3.03,0.63,11.4,3
red,11.1,0.59,0.63,3.3,0.049,4.69,119.42,0.998,3.1,0.37,11.5,8
red,6.8,0.68,0.41,2.6,0.139,8.66,113.04,0.994,3.29,0.38,8.8,3
red,7.6,0.71,0.3,2.9,0.006,37.33,61.94,1.0,3.29,0.59,11.2,3
red,5.7,0.51,0.23,2.1,0.054,22.29,10.19,0.991,3.34,0.43,12.9,8
red,7.4,0.73,0.22,4.5,0.009,10.0,130.0,0.997,3.05,0.51,11.4,6
red,7.5,0.36,0.19,2.2,0.072,49.5,48.4,0.993,3.43,0.44,13.2,8
red,10.5,0.57,0.21,3.0,0.003,7.21,94.0,1.0,3.14,0.53,10.4,5
red,7.2,0.4,0.0,1.5,0.031,36.0,186.0,0.993,3.42,0.32,9.4,6
red,8.0,0.52,0.53,7.2,0.056,39.98,17.66,0.998,3.35,0.57,10.5,3
red,10.0,0.44,0.49,2.7,0.077,11.0,19.0,0.996,3.23,0.63,11.6,7
red,7.0,0.6,0.54,1.0,0.187,35.77,57.06,0.994,3.41,0.84,10.7,4
red,6.0,0.09,0.11,5.8,0.12,40.3,225.14,0.995,3.17,0.53,8.6,3
red,8.0,0.3,0.19,7.0,0.024,30.2,87.8,0.997,2.94,0.73,8.8,3
red,7.1,0.68,0.4,1.0,0.036,28.61,10.19,0.999,3.34,0.81,11.9,8
red,8.2,0.37,0.15,5.3,0.062,16.78,51.4,0.993,3.11,0.51,10.6,8
red,9.0,0.06,0.09,8.1,0.121,16.08,155.44,0.994,2.99,0.46,9.0,3
red,8.2,0.42,0.49,2.6,0.084,32.0,55.0,0.999,3.34,0.75,8.7,6
red,6.0,0.45,0.39,4.7,0.009,28.0,25.0,0.996,3.46,0.68,10.6,6
red,8.8,1.26,0.32,9.2,0.028,15.91,51.56,0.995,3.3,0.68,10.7,3
red,7.4,0.06,0.27,0.9,0.006,15.89,204.06,0.995,3.22,0.63,11.0,3
red,6.6,0.85,0.49,2.8,0.104,17.87,128.89,0.996,3.64,0.72,11.4,3
red,7.4,0.79,0.37,3.9,0.168,40.36,55.32,0.998,3.35,0.42,10.4,3
red,6.7,0.56,0.45,0.4,0.031,0.07,155.29,0.994,3.58,0.54,12.8,4
red,6.9,0.33,0.4,0.6,0.042,47.0,237.0,0.992,3.45,0.62,9.6,4
red,8.0,0.12,0.55,1.1,0.147,16.87,198.12,0.993,3.12,0.53,9.7,3
red,9.0,0.55,0.21,0.7,0.067,26.99,46.48,0.992,3.46,0.57,11.7,6
red,7.9,0.44,0.17,3.7,0.078,41.58,6.86,0.996,3.06,0.47,10.2,3
red,5.8,0.52,0.1,4.3,0.034,13.28,66.66,0.991,3.49,0.64,9.7,5
red,6.7,0.22,0.02,0.5,0.045,16.74,10.19,0.995,3.22,1.05,8.8,8
red,7.3,0.35,0.53,0.8,0.08,31.81,101.38,0.997,3.54,0.72,12.4,8
red,7.3,0.46,0.15,4.8,0.146,54.31,95.11,0.991,3.22,0.5,11.8,3
red,10.6,0.34,0.49,3.2,0.078,20.0,78.0,0.999,3.19,0.7,10.0,6
red,8.5,0.84,0.12,5.2,0.006,42.42,84.66,0.997,2.9,0.25,12.1,3
red,7.9,0.23,0.36,4.7,0.036,57.55,91.39,0.994,2.98,0.44,11.1,3
red,5.7,0.33,0.36,0.5,0.136,26.94,103.74,0.991,3.16,0.49,9.1,3
red,4.7,0.16,0.28,9.6,0.028,2.37,68.56,0.999,3.3,0.83,11.0,8
red,9.4,0.32,0.14,2.8,0.087,11.55,10.19,0.995,3.35,0.96,12.1,8
red,8.4,0.6,0.34,0.5,0.076,10.78,191.31,0.997,3.3,0.55,9.5,3
red,7.2,0.63,0.31,2.4,0.061,29.51,10.19,0.996,3.31,0.47,14.1,8
red,6.1,0.3,0.23,2.2,0.128,29.97,160.37,0.994,3.37,0.57,11.1,3
red,6.0,0.52,0.26,2.6,0.089,32.51,10.19,0.992,2.94,1.1,10.2,8
red,3.8,0.24,0.24,0.4,0.03,34.24,54.92,0.999,3.32,0.38,11.9,6
red,4.4,0.06,0.54,12.6,0.084,21.91,174.26,0.992,3.31,0.58,10.1,3
red,10.0,0.69,0.11,1.4,0.084,8.0,24.0,0.996,2.88,0.47,9.7,5
red,6.0,0.27,0.17,7.9,0.086,10.43,160.7,0.989,2.9,0.64,12.1,3
red,9.1,1.05,0.23,9.8,0.077,2.38,105.69,0.994,3.33,0.59,9.8,3
red,9.0,0.7,0.43,8.0,0.027,21.75,219.11,0.992,3.06,0.36,10.3,3
red,6.7,0.46,0.6,9.4,0.009,38.0,125.0,0.993,3.09,0.52,10.1,6
red,6.0,0.06,0.09,6.4,0.13,25.97,50.07,0.996,2.9,0.54,11.0,3
red,5.2,1.15,0.51,10.0,0.042,14.9,45.29,0.989,3.12,0.58,10.6,3
red,6.3,0.99,0.06,7.6,0.092,57.55,172.98,0.991,3.06,0.45,10.5,3
red,6.9,0.52,0.48,3.8,0.079,32.0,66.0,0.995,3.1,0.66,9.5,5
red,7.3,0.51,0.35,6.1,0.069,3.98,59.74,0.998,3.35,0.71,14.1,8
red,8.4,0.33,0.34,0.5,0.065,2.37,34.88,0.997,3.31,0.52,12.9,8
red,8.6,0.64,0.45,3.8,0.054,21.71,42.77,0.993,3.21,0.76,10.3,8
red,8.2,0.07,0.47,4.5,0.08,31.36,53.27,0.998,3.46,0.73,11.3,5
red,9.0,0.36,0.52,2.1,0.111,5.0,10.0,0.996,3.31,0.62,11.3,6
red,7.2,0.84,0.0,2.0,0.166,4.0,11.0,0.996,3.39,0.52,10.0,5
red,8.8,0.74,0.16,12.5,0.119,28.52,151.92,0.997,3.29,0.51,11.6,3
