type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,quality_binned,Predicted_Quality
1,8.0,0.19,0.3,2.0,0.053,48.0,140.0,0.994,3.18,0.49,9.6,6,Medium Quality,Medium Quality
1,9.0,0.4,0.46,7.4,0.019,30.0,11.0,0.994,3.16,0.69,10.5,4,Medium Quality,High Quality
1,6.1,0.28,0.25,17.8,0.044,48.0,161.0,0.999,3.34,0.48,9.5,5,Medium Quality,Medium Quality
0,9.5,0.22,0.03,0.9,0.043,51.0,115.0,1.001,3.21,0.27,10.3,5,Medium Quality,Medium Quality
1,9.8,0.42,0.48,9.8,0.034,5.0,110.0,0.996,2.87,0.29,10.0,5,Medium Quality,Medium Quality
1,7.8,0.25,0.37,1.0,0.043,10.0,80.0,0.991,3.08,0.38,11.4,5,Medium Quality,Medium Quality
1,5.8,0.24,0.44,3.5,0.029,5.0,109.0,0.991,3.53,0.43,11.7,3,Low Quality,High Quality
1,7.1,0.27,0.24,12.6,0.044,48.0,118.0,0.997,3.04,0.56,10.0,7,Medium Quality,Medium Quality
1,5.9,0.27,0.32,2.0,0.034,31.0,102.0,0.99,3.16,0.56,12.3,6,Medium Quality,Medium Quality
1,7.3,0.23,0.37,1.8,0.032,60.0,156.0,0.992,3.11,0.35,11.1,6,Medium Quality,Medium Quality
1,6.8,0.27,0.22,8.1,0.034,55.0,203.0,0.996,3.19,0.52,8.9,5,Medium Quality,Medium Quality
0,9.3,0.45,0.31,2.4,0.052,56.0,67.0,0.994,3.17,0.4,8.6,5,Medium Quality,Low Quality
1,6.8,0.26,0.32,7.0,0.041,38.0,118.0,0.994,3.25,0.52,10.8,6,Medium Quality,Medium Quality
1,6.7,0.68,0.26,0.6,0.05,28.0,131.0,1.0,2.87,0.45,11.0,5,Medium Quality,Medium Quality
1,7.2,0.4,0.62,10.8,0.041,70.0,189.0,0.998,3.08,0.49,8.6,4,Medium Quality,Medium Quality
0,7.2,0.32,0.38,12.9,0.025,31.0,126.0,1.0,3.38,0.39,10.8,5,Medium Quality,Medium Quality
1,7.3,0.25,0.29,7.5,0.049,38.0,158.0,0.996,3.43,0.38,9.6,5,Medium Quality,Medium Quality
0,6.0,0.63,0.39,8.4,0.091,19.0,158.0,0.997,2.91,0.52,9.8,4,Medium Quality,Low Quality
1,9.2,0.25,0.34,1.2,0.026,31.0,93.0,0.992,2.93,0.37,11.3,7,Medium Quality,Medium Quality
1,6.5,0.26,0.27,12.9,0.044,69.0,215.0,0.997,3.17,0.43,10.0,6,Medium Quality,Medium Quality
1,7.1,0.2,0.3,0.9,0.019,4.0,28.0,0.989,3.2,0.36,12.0,6,Medium Quality,Medium Quality
1,7.1,0.2,0.27,9.6,0.037,19.0,105.0,0.994,3.04,0.37,10.5,7,Medium Quality,Medium Quality
0,5.7,0.41,0.68,8.3,0.055,37.0,48.0,0.997,3.21,0.6,10.1,6,Medium Quality,Medium Quality
1,5.7,0.25,0.26,12.5,0.049,52.0,120.0,0.997,3.08,0.45,9.4,6,Medium Quality,Medium Quality
1,6.0,0.39,0.13,1.2,0.042,60.0,172.0,0.991,3.06,0.52,10.6,5,Medium Quality,Medium Quality
1,7.9,0.14,0.26,5.8,0.016,21.0,49.0,0.995,3.47,0.59,9.3,5,Medium Quality,Medium Quality
0,5.4,0.34,0.38,0.6,0.009,35.0,85.0,0.994,2.94,0.52,11.5,5,Medium Quality,Medium Quality
1,9.3,0.31,0.48,0.6,0.101,19.0,145.0,0.995,3.04,0.41,9.7,7,Medium Quality,Medium Quality
1,7.1,0.36,0.37,4.8,0.019,39.0,114.0,0.99,3.08,0.49,12.7,7,Medium Quality,High Quality
1,6.2,0.36,0.14,8.9,0.036,38.0,155.0,0.996,3.27,0.5,9.4,5,Medium Quality,Medium Quality
1,4.9,0.33,0.31,1.2,0.016,39.0,150.0,0.987,3.33,0.59,14.0,8,High Quality,High Quality
1,7.8,0.27,0.28,1.8,0.05,21.0,127.0,0.993,3.15,0.44,9.9,5,Medium Quality,Medium Quality
0,11.6,0.58,0.66,2.2,0.074,10.0,47.0,1.001,3.25,0.57,9.0,3,Low Quality,Medium Quality
0,7.7,0.27,0.68,3.5,0.358,5.0,10.0,0.997,3.25,1.08,9.9,7,Medium Quality,Medium Quality
1,6.9,0.44,0.18,11.8,0.051,26.0,126.0,0.998,3.23,0.48,9.1,5,Medium Quality,Medium Quality
1,7.1,0.55,0.23,9.8,0.054,12.0,141.0,0.99,3.06,0.5,13.1,6,Medium Quality,High Quality
1,7.2,0.24,0.29,2.2,0.037,37.0,102.0,0.992,3.27,0.64,11.0,7,Medium Quality,Medium Quality
0,6.9,0.41,0.45,4.2,0.056,33.0,100.0,0.996,3.21,0.44,12.0,6,Medium Quality,High Quality
0,7.2,0.53,0.14,2.1,0.064,15.0,29.0,0.993,3.35,0.61,12.1,6,Medium Quality,Medium Quality
1,7.6,0.56,0.12,10.4,0.096,22.0,177.0,0.998,3.32,0.45,9.1,4,Medium Quality,Medium Quality
1,6.7,0.5,0.63,13.4,0.078,81.0,238.0,0.999,3.08,0.44,9.2,5,Medium Quality,Low Quality
1,5.4,0.17,0.0,5.0,0.086,10.0,115.0,0.994,2.89,0.53,11.8,4,Medium Quality,Medium Quality
1,6.9,0.4,0.17,12.9,0.033,59.0,186.0,0.998,3.08,0.49,9.4,5,Medium Quality,Medium Quality
0,7.8,0.35,0.41,9.9,0.038,33.0,70.0,0.997,3.45,0.36,9.6,6,Medium Quality,Medium Quality
1,6.9,0.38,0.38,13.1,0.112,14.0,94.0,0.998,3.02,0.48,9.2,5,Medium Quality,Low Quality
0,5.7,0.87,0.6,3.1,0.009,13.0,32.0,1.0,3.19,0.83,10.3,4,Medium Quality,Medium Quality
1,7.9,0.14,0.45,1.8,0.05,17.0,114.0,0.995,3.33,0.49,10.7,7,Medium Quality,Medium Quality
1,6.1,0.3,0.56,2.8,0.044,47.0,179.0,0.992,3.3,0.57,10.9,7,Medium Quality,Medium Quality
0,5.9,0.08,0.13,0.6,0.075,34.0,51.0,0.998,3.32,0.7,11.9,6,Medium Quality,Medium Quality
1,6.5,0.44,0.35,7.7,0.029,56.0,147.0,0.995,3.06,0.49,10.6,5,Medium Quality,Medium Quality
1,6.7,0.24,0.32,9.0,0.023,20.0,109.0,0.993,3.34,0.35,12.6,6,Medium Quality,Medium Quality
1,6.3,0.19,0.21,1.8,0.049,35.0,163.0,0.992,3.31,0.5,10.3,6,Medium Quality,Medium Quality
0,8.1,0.29,0.43,7.1,0.009,29.0,180.0,0.994,3.05,0.58,10.8,6,Medium Quality,Medium Quality
1,7.0,0.3,0.49,4.7,0.036,17.0,105.0,0.992,3.26,0.68,12.4,7,Medium Quality,Medium Quality
1,6.5,0.33,0.24,14.5,0.048,20.0,96.0,0.995,3.06,0.3,11.5,8,High Quality,Medium Quality
0,5.6,0.6,0.05,2.4,0.073,19.0,25.0,0.993,3.56,0.55,12.9,5,Medium Quality,Medium Quality
1,6.7,0.19,0.41,15.6,0.056,75.0,155.0,1.0,3.2,0.44,8.8,6,Medium Quality,Medium Quality
1,7.6,0.32,0.36,2.4,0.096,36.0,84.0,0.995,2.94,0.3,10.8,6,Medium Quality,Medium Quality
1,6.9,0.25,0.4,1.3,0.038,22.0,101.0,0.99,3.03,0.39,11.4,6,Medium Quality,Medium Quality
0,8.1,0.25,0.13,0.6,0.105,23.0,68.0,1.004,2.99,0.53,10.2,7,Medium Quality,Medium Quality
1,6.0,0.34,0.29,6.1,0.046,29.0,134.0,0.995,3.48,0.57,10.7,6,Medium Quality,Medium Quality
1,6.5,0.29,0.42,10.6,0.042,66.0,202.0,0.997,3.24,0.53,9.5,6,Medium Quality,Medium Quality
0,6.5,0.47,0.19,2.0,0.07,30.0,77.0,0.996,3.33,0.8,8.6,7,Medium Quality,High Quality
0,8.0,0.71,0.47,10.5,0.125,38.0,121.0,0.996,3.04,0.49,9.0,5,Medium Quality,Low Quality
0,7.4,0.41,0.22,9.6,0.025,33.0,55.0,0.996,3.33,0.7,9.5,5,Medium Quality,Medium Quality
1,3.8,0.19,0.32,9.9,0.032,40.0,101.0,0.993,3.33,0.4,11.4,6,Medium Quality,High Quality
0,6.4,0.46,0.44,5.8,0.065,23.0,197.0,0.996,2.89,0.38,9.0,6,Medium Quality,Medium Quality
0,9.8,1.24,0.34,2.0,0.079,32.0,151.0,0.998,3.15,0.53,9.5,5,Medium Quality,Medium Quality
1,6.8,0.44,0.2,16.0,0.065,61.0,186.0,0.999,3.13,0.45,8.6,5,Medium Quality,Medium Quality
1,7.4,0.34,0.37,8.7,0.077,15.0,22.0,0.989,3.03,0.66,10.7,6,Medium Quality,High Quality
0,7.8,0.43,0.24,8.6,0.033,41.0,124.0,0.995,3.2,0.51,10.3,3,Low Quality,Medium Quality
1,5.7,0.23,0.28,9.6,0.025,26.0,121.0,0.992,3.28,0.38,11.3,6,Medium Quality,Medium Quality
0,5.8,0.13,0.13,7.6,0.104,46.0,159.0,0.997,3.4,0.32,8.1,4,Medium Quality,Medium Quality
1,6.6,0.18,0.28,3.3,0.044,18.0,91.0,0.993,3.42,0.64,10.8,6,Medium Quality,Medium Quality
1,5.9,0.66,0.0,5.6,0.033,8.0,31.0,0.994,3.32,0.51,10.5,4,Medium Quality,Medium Quality
0,7.5,0.5,0.36,6.1,0.071,17.0,102.0,0.998,3.35,0.8,10.5,5,Medium Quality,High Quality
0,10.6,0.83,0.37,2.6,0.086,26.0,70.0,0.998,3.16,0.52,9.9,5,Medium Quality,Medium Quality
1,5.5,0.34,0.3,2.5,0.071,27.0,128.0,0.992,3.14,0.51,9.6,6,Medium Quality,Medium Quality
1,7.4,0.28,0.36,14.6,0.048,35.0,161.0,0.997,3.14,0.56,10.6,5,Medium Quality,Medium Quality
1,7.0,0.14,0.4,1.7,0.035,16.0,85.0,0.991,3.19,0.42,11.8,6,Medium Quality,Medium Quality
1,7.0,0.25,0.33,2.1,0.021,17.0,76.0,0.99,3.26,0.45,12.3,6,Medium Quality,Medium Quality
1,7.5,0.28,0.41,1.3,0.044,11.0,126.0,0.993,3.28,0.45,10.3,5,Medium Quality,Medium Quality
1,6.8,0.35,0.28,0.6,0.106,56.0,81.0,0.992,3.16,0.24,11.3,5,Medium Quality,Medium Quality
0,5.8,0.32,0.63,0.6,0.04,30.0,123.0,0.988,2.99,0.67,9.5,6,Medium Quality,Medium Quality
1,6.6,0.27,0.52,8.1,0.044,53.0,202.0,0.995,3.18,0.48,9.5,5,Medium Quality,Medium Quality
0,6.0,0.39,0.37,6.6,0.034,25.0,124.0,0.992,3.39,0.52,11.7,7,Medium Quality,High Quality
1,7.7,0.24,0.31,1.3,0.047,33.0,106.0,0.993,3.22,0.55,10.8,6,Medium Quality,Medium Quality
1,4.7,0.13,0.5,0.6,0.046,68.0,183.0,0.995,3.36,0.82,8.9,5,Medium Quality,Medium Quality
1,6.8,0.43,0.26,5.2,0.043,40.0,176.0,0.991,3.17,0.41,12.3,6,Medium Quality,Medium Quality
1,5.0,0.2,0.4,1.9,0.015,20.0,98.0,0.99,3.37,0.55,12.0,6,Medium Quality,Medium Quality
1,7.5,0.42,0.14,10.7,0.046,18.0,95.0,0.996,3.22,0.33,10.7,5,Medium Quality,Medium Quality
1,5.5,0.23,0.35,9.7,0.071,19.0,95.0,0.995,3.34,0.44,9.8,5,Medium Quality,Medium Quality
1,6.6,0.65,0.45,0.6,0.058,1.0,49.0,0.993,3.12,0.68,10.2,3,Low Quality,Low Quality
1,6.3,0.59,0.17,0.6,0.095,47.0,157.0,0.992,3.16,0.64,10.7,5,Medium Quality,Medium Quality
1,8.4,0.17,0.31,6.7,0.038,29.0,132.0,0.994,3.1,0.32,10.6,7,Medium Quality,Medium Quality
0,6.2,0.45,0.2,1.6,0.069,3.0,15.0,0.996,3.41,0.56,9.2,5,Medium Quality,Medium Quality
0,7.0,0.26,0.43,6.4,0.017,28.0,180.0,0.993,2.99,0.27,11.4,3,Low Quality,Medium Quality
0,6.2,0.36,0.24,2.2,0.095,19.0,42.0,0.995,3.57,0.57,11.7,6,Medium Quality,Medium Quality
1,9.3,0.2,0.33,1.7,0.05,28.0,178.0,0.995,3.16,0.43,9.0,4,Medium Quality,Medium Quality
1,5.2,0.5,0.18,2.0,0.036,23.0,129.0,0.989,3.36,0.77,13.4,7,Medium Quality,High Quality
0,7.7,1.0,0.15,2.1,0.102,11.0,32.0,0.996,3.23,0.48,10.0,5,Medium Quality,Medium Quality
1,6.7,0.18,0.28,10.2,0.039,29.0,115.0,0.995,3.11,0.45,10.9,7,Medium Quality,Medium Quality
1,7.3,0.35,0.67,8.3,0.053,10.0,100.0,0.996,3.19,0.5,10.9,5,Medium Quality,Low Quality
0,6.9,0.68,0.0,2.5,0.105,22.0,37.0,0.997,3.46,0.57,10.6,6,Medium Quality,Medium Quality
1,7.0,0.32,0.31,6.4,0.031,38.0,115.0,0.992,3.38,0.58,12.2,7,Medium Quality,High Quality
0,5.0,0.36,0.17,0.6,0.022,13.0,136.0,0.993,2.93,0.68,11.6,5,Medium Quality,High Quality
1,5.2,0.24,0.45,3.8,0.027,21.0,128.0,0.992,3.55,0.49,11.2,8,High Quality,High Quality
1,7.0,0.21,0.34,8.5,0.033,31.0,253.0,0.995,3.22,0.56,10.5,6,Medium Quality,Medium Quality
1,7.3,0.51,0.26,3.3,0.09,7.0,135.0,0.994,3.01,0.52,8.8,5,Medium Quality,Medium Quality
1,6.5,0.34,0.28,1.8,0.041,43.0,188.0,0.993,3.13,0.37,9.6,6,Medium Quality,Medium Quality
0,8.6,0.49,0.29,2.0,0.11,19.0,133.0,0.997,2.93,1.98,9.8,5,Medium Quality,Medium Quality
0,6.9,0.58,0.33,6.1,0.066,22.0,133.0,0.997,3.22,0.4,9.4,6,Medium Quality,Medium Quality
1,6.1,0.21,0.3,6.3,0.039,47.0,136.0,0.991,3.27,0.31,12.7,6,Medium Quality,High Quality
1,6.7,0.16,0.49,2.4,0.046,57.0,187.0,0.995,3.62,0.81,10.4,6,Medium Quality,Medium Quality
1,5.6,0.42,0.39,5.6,0.04,36.0,122.0,0.99,3.34,0.52,11.7,5,Medium Quality,High Quality
1,6.2,0.17,0.26,0.6,0.009,9.0,52.0,0.999,3.35,0.5,9.1,6,Medium Quality,Medium Quality
1,5.4,0.28,0.28,6.6,0.055,42.0,6.0,0.988,3.4,0.44,10.5,7,Medium Quality,Medium Quality
0,9.2,0.76,0.18,2.2,0.148,10.0,103.0,0.997,2.87,1.36,10.2,6,Medium Quality,Medium Quality
1,7.2,0.26,0.44,7.1,0.027,25.0,126.0,0.993,3.02,0.34,11.1,8,High Quality,High Quality
1,6.8,0.22,0.31,6.3,0.035,33.0,170.0,0.992,3.24,0.66,12.6,6,Medium Quality,High Quality
1,6.8,0.29,0.22,3.4,0.035,40.0,122.0,0.99,3.09,0.47,12.3,6,Medium Quality,High Quality
1,6.1,0.23,0.27,9.8,0.055,74.0,134.0,0.995,3.16,0.4,10.2,6,Medium Quality,Medium Quality
1,6.0,0.33,0.2,1.8,0.031,49.0,159.0,0.992,3.41,0.53,11.0,6,Medium Quality,Medium Quality
0,7.3,0.55,0.01,1.8,0.093,9.0,15.0,0.995,3.35,0.58,11.0,7,Medium Quality,Medium Quality
1,5.8,0.34,0.15,10.8,0.033,26.0,120.0,0.995,3.25,0.49,10.0,6,Medium Quality,Medium Quality
0,11.6,0.42,0.53,3.3,0.105,33.0,98.0,1.001,3.2,0.95,9.2,5,Medium Quality,Medium Quality
0,6.8,0.43,0.65,3.3,0.009,53.0,189.0,0.992,2.99,0.22,9.9,4,Medium Quality,Medium Quality
0,7.9,0.57,0.31,2.0,0.079,10.0,79.0,0.997,3.29,0.69,9.5,6,Medium Quality,Medium Quality
1,7.2,0.16,0.29,1.0,0.031,40.0,123.0,0.99,3.12,0.4,12.1,7,Medium Quality,Medium Quality
1,6.2,0.24,0.29,13.3,0.039,49.0,130.0,0.995,3.33,0.46,11.0,8,High Quality,Medium Quality
1,6.4,0.28,0.23,6.0,0.051,50.0,162.0,0.994,3.15,0.52,10.2,5,Medium Quality,Medium Quality
1,7.0,0.26,0.59,1.4,0.037,40.0,120.0,0.992,3.34,0.41,11.1,7,Medium Quality,Medium Quality
1,5.8,0.37,0.24,9.1,0.029,61.0,58.0,0.997,3.21,0.53,9.7,5,Medium Quality,Medium Quality
0,5.8,0.16,0.3,11.9,0.063,27.0,92.0,0.999,3.33,0.52,9.5,6,Medium Quality,Medium Quality
1,6.7,0.22,0.28,9.8,0.057,34.0,112.0,0.998,3.29,0.56,10.8,6,Medium Quality,Medium Quality
1,8.4,0.4,0.7,13.1,0.042,29.0,197.0,0.998,3.06,0.64,9.7,5,Medium Quality,Medium Quality
1,6.7,0.17,0.27,1.4,0.032,39.0,149.0,0.993,3.4,0.52,10.5,5,Medium Quality,Medium Quality
0,9.0,0.36,0.52,2.1,0.111,5.0,10.0,0.996,3.31,0.62,11.3,6,Medium Quality,Medium Quality
1,8.5,0.3,0.28,3.1,0.054,54.0,174.0,0.995,3.21,0.43,9.4,6,Medium Quality,Medium Quality
1,9.2,0.23,0.35,10.7,0.037,34.0,145.0,0.998,3.09,0.32,9.7,5,Medium Quality,Medium Quality
1,5.8,0.6,0.56,10.0,0.009,29.0,147.0,0.997,3.25,0.68,9.9,5,Medium Quality,Medium Quality
1,4.7,0.39,0.44,4.2,0.105,13.0,171.0,0.993,3.31,0.58,8.9,5,Medium Quality,Low Quality
0,8.3,0.37,0.41,12.1,0.061,1.0,87.0,0.99,2.91,0.37,10.6,5,Medium Quality,Medium Quality
1,6.4,0.21,0.5,11.6,0.042,45.0,153.0,0.997,3.15,0.43,8.8,5,Medium Quality,Medium Quality
0,7.2,0.44,0.39,9.3,0.085,12.0,117.0,0.994,3.44,0.34,9.8,5,Medium Quality,Low Quality
1,6.0,0.27,0.3,14.7,0.044,15.0,144.0,0.997,3.12,0.53,10.3,6,Medium Quality,Medium Quality
0,9.2,0.52,1.0,3.4,0.61,32.0,69.0,1.0,2.74,2.0,9.4,4,Medium Quality,Medium Quality
1,6.3,0.5,0.19,7.8,0.137,28.0,180.0,0.997,2.96,0.33,9.5,5,Medium Quality,Medium Quality
1,6.8,0.39,0.34,7.4,0.02,38.0,133.0,0.992,3.18,0.44,12.0,7,Medium Quality,High Quality
1,6.9,0.28,0.3,8.3,0.026,37.0,113.0,0.991,2.99,0.38,12.3,8,High Quality,High Quality
1,6.5,0.18,0.29,1.7,0.035,39.0,144.0,0.993,3.49,0.5,10.5,6,Medium Quality,Medium Quality
1,7.2,0.17,0.34,6.4,0.042,16.0,111.0,0.993,2.99,0.4,10.8,6,Medium Quality,Medium Quality
1,6.8,0.19,0.36,1.9,0.035,30.0,96.0,0.992,3.15,0.54,10.8,7,Medium Quality,Medium Quality
0,5.9,0.48,0.3,5.0,0.056,1.0,168.0,0.995,3.11,0.57,10.2,4,Medium Quality,Medium Quality
0,7.8,0.64,0.0,1.9,0.072,27.0,55.0,0.996,3.31,0.63,11.0,5,Medium Quality,Medium Quality
1,7.1,0.23,0.23,3.5,0.038,23.0,112.0,0.992,3.05,0.37,11.4,6,Medium Quality,Medium Quality
0,4.4,0.48,0.28,2.2,0.009,1.0,132.0,0.996,3.11,0.29,8.8,6,Medium Quality,Medium Quality
1,4.6,0.27,0.3,8.3,0.009,15.0,26.0,1.005,3.52,0.38,10.0,5,Medium Quality,Medium Quality
1,6.5,0.28,0.28,8.5,0.047,54.0,210.0,0.996,3.09,0.54,8.9,4,Medium Quality,Medium Quality
0,5.4,0.38,0.32,6.5,0.099,35.0,125.0,0.994,3.2,0.58,9.4,5,Medium Quality,Medium Quality
1,7.1,0.23,0.17,5.4,0.067,32.0,125.0,0.998,3.33,0.61,11.3,5,Medium Quality,Medium Quality
0,10.7,0.43,0.39,2.2,0.106,8.0,32.0,0.999,2.89,0.5,9.6,5,Medium Quality,Medium Quality
1,6.0,0.3,0.33,2.1,0.042,31.0,127.0,0.99,3.32,0.42,12.5,6,Medium Quality,Medium Quality
1,6.6,0.21,0.6,1.1,0.135,61.0,144.0,0.993,3.12,0.39,9.3,7,Medium Quality,Medium Quality
1,7.2,0.08,0.45,4.6,0.009,32.0,113.0,0.995,3.17,0.45,10.3,6,Medium Quality,Medium Quality
1,6.8,0.23,0.3,1.7,0.043,19.0,95.0,0.992,3.17,0.46,10.7,7,Medium Quality,Medium Quality
1,8.5,0.6,0.34,5.6,0.067,14.0,108.0,0.997,3.19,0.39,11.4,6,Medium Quality,Low Quality
0,7.6,0.29,0.49,2.7,0.092,25.0,60.0,0.997,3.31,0.61,10.1,6,Medium Quality,Medium Quality
1,6.0,0.32,0.46,1.5,0.05,56.0,189.0,0.993,3.24,0.49,9.6,5,Medium Quality,Medium Quality
0,6.1,0.59,0.01,2.1,0.056,5.0,13.0,0.995,3.52,0.56,11.4,5,Medium Quality,Medium Quality
1,8.0,0.27,0.24,1.2,0.044,20.0,102.0,0.993,3.28,0.42,10.9,5,Medium Quality,Medium Quality
1,8.1,0.38,0.33,4.1,0.041,16.0,59.0,0.996,3.17,0.74,10.8,6,Medium Quality,Medium Quality
0,8.2,0.56,0.23,3.4,0.078,14.0,104.0,0.998,3.28,0.62,9.4,5,Medium Quality,Medium Quality
1,7.0,0.34,0.1,3.5,0.044,17.0,63.0,0.994,3.01,0.39,9.2,5,Medium Quality,Medium Quality
1,7.6,0.16,0.41,1.9,0.047,27.0,151.0,0.994,3.2,0.53,10.1,6,Medium Quality,Medium Quality
0,10.2,0.23,0.37,2.2,0.057,14.0,36.0,0.996,3.23,0.49,9.3,4,Medium Quality,Medium Quality
1,6.8,0.25,0.38,8.1,0.046,24.0,155.0,0.996,3.33,0.59,10.2,6,Medium Quality,Medium Quality
1,6.8,0.34,0.36,8.9,0.029,44.0,128.0,0.993,3.28,0.35,12.0,7,Medium Quality,High Quality
1,7.8,0.3,0.29,16.8,0.054,23.0,135.0,1.0,3.16,0.38,9.0,6,Medium Quality,Medium Quality
1,6.7,0.24,0.32,10.3,0.079,37.0,122.0,0.997,3.02,0.45,8.8,5,Medium Quality,Medium Quality
0,8.4,0.72,0.2,2.4,0.076,10.0,38.0,0.997,3.31,0.64,9.4,5,Medium Quality,Medium Quality
1,8.1,0.34,0.42,0.8,0.032,62.0,149.0,0.991,3.14,0.64,10.4,5,Medium Quality,High Quality
1,6.1,0.22,0.25,12.1,0.035,54.0,135.0,0.995,3.21,0.4,10.7,5,Medium Quality,Medium Quality
0,8.1,0.55,0.18,1.9,0.08,13.0,35.0,0.997,3.3,0.59,9.0,6,Medium Quality,Medium Quality
1,7.6,0.21,0.44,1.9,0.036,10.0,119.0,0.991,3.01,0.7,12.8,6,Medium Quality,Medium Quality
1,6.1,0.22,0.23,3.1,0.052,15.0,104.0,0.995,3.14,0.42,8.7,5,Medium Quality,Medium Quality
0,7.0,0.18,0.31,0.6,0.1,6.0,100.0,0.997,3.21,0.47,8.2,5,Medium Quality,Medium Quality
0,5.9,0.22,0.25,5.5,0.059,33.0,91.0,0.994,3.02,0.3,10.0,5,Medium Quality,Medium Quality
0,11.2,0.4,0.5,2.0,0.099,19.0,50.0,0.998,3.1,0.58,10.4,5,Medium Quality,Medium Quality
1,7.2,0.31,0.46,5.0,0.04,3.0,29.0,0.991,3.04,0.53,12.5,4,Medium Quality,High Quality
1,6.1,0.22,0.4,1.8,0.031,25.0,111.0,0.99,3.03,0.3,11.8,7,Medium Quality,Medium Quality
1,7.8,0.26,0.44,1.3,0.037,43.0,132.0,0.994,3.18,0.65,10.0,5,Medium Quality,Medium Quality
1,7.3,0.19,0.24,6.3,0.054,34.0,231.0,0.996,3.36,0.54,10.0,6,Medium Quality,Medium Quality
1,7.6,0.25,1.23,4.6,0.035,51.0,294.0,0.99,3.03,0.43,13.1,6,Medium Quality,Medium Quality
1,8.2,0.2,0.38,3.5,0.053,41.0,174.0,0.993,3.22,0.41,11.6,5,Medium Quality,Medium Quality
1,5.4,0.3,0.3,1.2,0.029,25.0,93.0,0.987,3.31,0.4,13.6,7,Medium Quality,Medium Quality
1,8.0,0.32,0.36,4.6,0.042,56.0,178.0,0.993,3.29,0.47,12.0,6,Medium Quality,High Quality
1,5.8,0.29,0.27,1.6,0.062,17.0,140.0,0.991,3.23,0.35,11.1,6,Medium Quality,Medium Quality
1,7.0,0.58,0.07,6.9,0.043,34.0,149.0,0.994,3.34,0.57,9.7,5,Medium Quality,Medium Quality
0,10.6,0.13,0.05,0.6,0.082,19.0,121.0,0.997,3.28,0.56,9.1,6,Medium Quality,Medium Quality
1,6.3,0.24,0.22,11.9,0.05,65.0,179.0,0.997,3.06,0.58,9.3,6,Medium Quality,Medium Quality
1,6.9,0.38,0.29,13.6,0.048,52.0,189.0,0.998,3.0,0.6,9.5,6,Medium Quality,Medium Quality
1,6.5,0.32,0.34,5.7,0.044,27.0,91.0,0.992,3.28,0.6,12.0,7,Medium Quality,Medium Quality
1,6.8,0.24,0.4,1.8,0.047,34.0,105.0,0.99,3.13,0.49,12.8,8,High Quality,Medium Quality
0,7.3,0.49,0.1,2.6,0.068,4.0,14.0,0.996,3.3,0.47,10.5,5,Medium Quality,Medium Quality
1,7.2,0.19,0.39,1.2,0.036,32.0,85.0,0.992,3.16,0.5,10.5,5,Medium Quality,Medium Quality
1,6.2,0.2,0.26,1.1,0.047,42.0,119.0,0.992,3.48,0.6,11.0,7,Medium Quality,Medium Quality
1,6.1,0.21,0.19,1.4,0.046,51.0,131.0,0.992,3.22,0.39,10.5,5,Medium Quality,Medium Quality
1,6.8,0.22,0.35,17.5,0.039,38.0,153.0,0.999,3.24,0.42,9.0,6,Medium Quality,Medium Quality
1,9.4,0.26,0.53,1.2,0.047,25.0,109.0,0.992,3.23,0.28,12.5,6,Medium Quality,Medium Quality
0,6.6,0.52,0.08,2.4,0.07,13.0,26.0,0.994,3.4,0.72,12.5,7,Medium Quality,High Quality
1,6.8,0.37,0.47,11.2,0.071,44.0,136.0,0.997,2.98,0.88,9.2,5,Medium Quality,Medium Quality
1,7.5,0.37,0.21,8.9,0.009,2.0,172.0,0.988,3.51,0.43,8.7,5,Medium Quality,High Quality
1,6.5,0.44,0.47,5.4,0.014,44.0,137.0,0.99,3.13,0.32,13.0,8,High Quality,High Quality
1,7.0,0.24,0.25,1.7,0.042,48.0,189.0,0.992,3.25,0.42,11.4,6,Medium Quality,Medium Quality
1,6.3,0.17,0.32,4.2,0.04,37.0,117.0,0.992,3.24,0.43,11.3,6,Medium Quality,Medium Quality
0,7.8,0.46,0.26,1.9,0.088,23.0,53.0,0.998,3.43,0.74,9.2,6,Medium Quality,Medium Quality
1,7.1,0.28,0.28,8.5,0.03,25.0,191.0,0.993,3.16,0.46,12.2,7,Medium Quality,High Quality
0,6.5,0.62,0.0,1.9,0.065,9.0,18.0,0.997,3.46,0.65,9.2,5,Medium Quality,Medium Quality
0,8.2,0.23,0.38,4.6,0.085,30.0,113.0,0.993,3.19,0.45,8.8,5,Medium Quality,Low Quality
0,4.6,0.51,0.15,4.2,0.055,56.0,47.0,0.99,3.13,0.43,12.0,6,Medium Quality,Low Quality
1,6.5,0.25,0.2,1.4,0.024,29.0,101.0,0.992,3.24,0.54,10.8,6,Medium Quality,Medium Quality
0,5.8,0.61,0.33,0.6,0.028,1.0,232.0,0.991,3.12,0.46,10.1,6,Medium Quality,Medium Quality
0,13.3,0.29,0.75,2.8,0.084,23.0,43.0,0.999,3.04,0.68,11.4,7,Medium Quality,Medium Quality
1,5.9,0.19,0.37,0.8,0.027,3.0,21.0,0.99,3.09,0.31,10.8,5,Medium Quality,Medium Quality
